CATÉGORIE D'ÉVÉNEMENT	GROUPE D'ÉVÉNEMENT	SOUS-GROUPE D'ÉVÉNEMENT	TYPE D'ÉVÉNEMENT	ENDROIT	DATE DU DÉBUT DE L'ÉVÉNEMENT	COMMENTAIRES	VICTIMES	BLESSÉS / INFECTÉS	ÉVACUÉS	COÛT TOTAL ESTIMÉ	COÛT TOTAL NORMALIZE	DATE DE FIN DE L'ÉVÉNEMENT	PAIEMENTS FÉDÉRAUX DES AAFCC	PAIEMENTS PROVINCIAUX DES AAFCC	PAIEMENTS DES DÉPARTEMENTS PROVINCIAUX	COÛTS MUNICIPAUX	COÛTS D'AMG	PAIEMENTS D'ASSURANCE	PAIEMENTS D'O.N.G.	SERVICES PUBLICS - PERSONNES AFFECTÉES	MAGNITUDE	
Désastre	Naturel	Météorologique - hydrologique	Sécheresse	Provinces des Prairies	01/01/1991 12:00:00 AM	Provinces des Prairies, 1991. Des sécheresses graves et généralisées affectant les eaux de surface sont signalées dans les Prairies.	0	0	0	146557019.0000	10620073.8	01/01/1991 12:00:00 AM			115360.0000		146441659.0000			0	0.0	
Désastre	Naturel	Météorologique - hydrologique	Orages et orages graves	Îles-de-la-Madeleine (QC)	16/12/1990 12:00:00 AM	Îles-de-la-Madeleine (QC), 16 décembre 1990. Le chalutier « M.V. Nadine » coule au large des Îles-de-la-Madeleine sous de forts vents et des vagues de 3 m de hauteur: sept membres de l'équipage et un chercheur des pêches meurent d'hypothermie: deux personnes survivent: le rapport du coroner, rendu public en juin 1992, attribue ces pertes de vie et le naufrage à une série d'erreurs humaines : combinaisons de survie mal ajustées, mauvais fonctionnement de l'équipement de navigation, manque de pompes à démarrage automatique, de mesures de sécurité et d'exercices d'alerte pour les personnes à bord, et absence de formation des officiers du navire en procédures d'urgence.	8	2	0	397070.0000	30388.0	16/12/1990 12:00:00 AM					397070.0000			0	0.0	
Désastre	Naturel	Météorologique - hydrologique	Inondation	Terre-Neuve	09/12/1990 12:00:00 AM	Terre-Neuve, le 9 décembre 1990. Des pluies abondantes sont à l’origine d’une inondation majeure. Jusqu’à 100 mm de pluie est tombée dans le secteur forçant la fermeture d’autoroutes; des maisons ont été inondées et des ponts ont été endommagés.	0	0	0	2327777.0000	178146.2	09/12/1990 12:00:00 AM	1029958.0000	1297819.0000						0	0.0	
Désastre	Naturel	Météorologique - hydrologique	Inondation	Région sud-ouest de la Colombie-Britannique	08/11/1990 12:00:00 AM	Région sud-ouest de la Colombie-Britannique, incluant l'île de Vancouver, du 8 au 13 novembre 1990. 309 personnes sont évacuées et huit maisons sont détruites; des pluies torrentielles provoquent des inondations étendues dans le sud-ouest de la Colombie-Britannique et sur l'île de Vancouver; l'intérieur de la province est coupé de la région côtière pendant plusieurs jours, des routes ayant été emportées par l'eau ou bloquées par des glissements de terrain.	0	0	309	29426861.0000	2252055.7	13/11/1990 12:00:00 AM	7343629.0000	7053719.0000	15029513.0000					412941	0.0	
Désastre	Naturel	Météorologique - hydrologique	Tornade	Région sud de l'Ontario	29/08/1990 12:00:00 AM	Région sud de l'Ontario, 29 août 1990. Des tornades, des vents violents et des orages endommagent les cultures et détruisent plusieurs bâtiments dans les communautés de Lobo, de Komoka, de Frome, de Port Stanley et de Kendall; on signale six blessures légères.	0	6	0	792167.0000	60625.0	29/08/1990 12:00:00 AM			511000.0000	281167.0000				0	0.0	
Désastre	Naturel	Météorologique - hydrologique	Inondation	Woodstock (N.-B.)	01/08/1990 12:00:00 AM	Région de Woodstock (N.-B.), août 1990. L'inondation est causée par de fortes pluies.	0	0	0	1666667.0000	127551.0	01/08/1990 12:00:00 AM			1666667.0000					0	0.0	
Désastre	Naturel	Météorologique - hydrologique	Ouragan / ouragan / tempête tropicale	Détroit de Northumberland (N.-É.  Et Î.-P.-É.)	01/08/1990 12:00:00 AM	Détroit de Northumberland (N.-É. et Î.-P.-É.), août 1990. Six membres d'équipage sont tués lorsqu'un navire de charge naviguant au sud de la Nouvelle-Écosse subit les assauts de l'ouragan Bertha; le vent et des pluies intenses endommagent les cultures de maïs et de tabac de l'Île-du-Prince-Édouard; des vagues énormes déferlent sur la côte de l'île, et jusqu'à 190 mm de pluie sont enregistrés à certains endroits.	6	0	0	4427167.0000	338813.8	01/08/1990 12:00:00 AM					4427167.0000			0	0.0	
Incident	Technologie	Produits chimiques dangereux	Le feu	Harrow (ON)	23/07/1990 12:00:00 AM	Harrow (ON), 23 juillet 1990. Un incendie détruit un entrepôt d'engrais et d'autres produits chimiques; le feu est éteint en September heures; les débris, les déchets et l'eau utilisée pour l'extinction sont éliminés comme déchets toxiques; des poissons morts sont retrouvés jusqu'à 11 km plus loin.	0	0	0			23/07/1990 12:00:00 AM	0.0000	0.0000						0	0.0	
Désastre	Naturel	Météorologique - hydrologique	Feu de forêt	Old Crow (YT)	20/07/1990 12:00:00 AM	Old Crow (YT), 20 juillet 1990. Des feux de forêt menacent Old Crow, au nord d'Inuvik dans le Territoire du Yukon, nécessitant l'évacuation des résidents.	0	0	210	7925848.0000	606570.0	20/07/1990 12:00:00 AM			7591444.0000	334404.0000				0	0.0	
Incident	Conflit	Incident civil	Perturbation / démonstrations	Oka (QC)	11/07/1990 12:00:00 AM	Oka (QC), le 11 juillet 1990. Des militants de la Mohawk Warrior's Society établissent des barrages routiers pour protester contre l'expansion d'un terrain de golf d'Oka sur des terres que les Mohawks revendiquent; le 11 juillet, un policier de la SQ meurt lors d'une opération avortée de démantèlement des barrages et l'accès au pont Mercier, près de Châteauguay, au sud-ouest de Montréal (QC) est bloqué; on fait appel à l'armée pour contrôler la situation; la crise dure tout l'été, ses principaux pôles étant la réserve de Kahnesatake, à Oka, et celle de Kahnawake, près de Châteauguay; elle soulève des protestations chez les autochtones et entraîne l'établissement de barrages routiers de sympathie partout au Canada; elle se termine lorsque le groupe principal de guerriers Mohawk, retranché dans un centre de traitement à Kahnesatake, se rend à l'armée le 26 septembre, après 78 jours de siège. 10,000 personnes sont évacuées.	1	0	10000			26/09/1990 12:00:00 AM								0	0.0	
Désastre	Naturel	Météorologique - hydrologique	Orages et orages graves	Calgary (AB)	09/07/1990 12:00:00 AM	Calgary (AB), 9 juillet 1990.	0	0	0	19295404.0000	1476689.1	09/07/1990 12:00:00 AM			3016404.0000			16279000.0000		0	0.0	
Désastre	Naturel	Géologique	Éboulement	Joe Rich et la région sud de la Colombie-Britannique	12/06/1990 12:00:00 AM	Joe Rich et la région sud de la Colombie-Britannique, 12 juin 1990. trois morts. Avalanche de débris causée par de fortes pluies et des inondations; la route Transcanadienne est réduite à une voie près de Revelstoke (C.-B.), et des sections de trois routes (5, 33, 97) sont fermées par suite d'inondations et de glissements de terrain; quatre maisons sont détruites par un glissement de terrain à 16 km à l'est d'Enderby; trois maisons sont détruites à Stoner Creek; à 10 km au sud de Vavenby, deux personnes meurent dans un à 30 km au sud-est de Kelowna, deux autres perdent la vie dans une maison démolie, aussi à cause d'un glissement de terrain.	7	0	0	18208847.0000	1393534.2	12/06/1990 12:00:00 AM	4355578.0000	5654135.0000	8199134.0000					0	0.0	
Désastre	Naturel	Météorologique - hydrologique	Inondation	Région ouest de l'Alberta	25/05/1990 12:00:00 AM	Région ouest de l'Alberta, du 25 mai au 4 juillet 1990. Diverses localités de l'Alberta reçoivent des pluies abondantes pendant plusieurs périodes distinctes, ce qui cause des inondations et des dommages dus au ruissellement. La pluie tombe depuis la rivière de la Paix dans le nord jusqu'à High River dans le sud. Les inondations causent des dommages aux ouvrages publics, aux commerces, aux réserves de Premières nations et aux terres agricoles, ainsi que des dégâts considérables aux résidences privées. Les égouts refoulent, des routes et des ponts sont emportés. Les localités les plus touchées sont Thorsby, Winfield, Calman, Mudhurst et Bentley. Vers la fin de mai, plusieurs rivières accusent un niveau de 1,3 à 3 m au-dessus de leur niveau normal. Les 2 et 3 juillet, de 100 à 150 mm de pluie tombent en 36 heures sur le centre de l'Alberta. Plus de 200 maisons sont endommagées par l'inondation et quatre sont détruites. Un homme périt noyé alors qu'il traverse une rivière et une femme est portée disparue. * Environ 34 familles et 85 personnes sont évacuées pendant une période de deux semaines.	1	0	221	22147336.0000	1694949.2	04/07/1990 12:00:00 AM	8229503.0000	6395393.0000	7522440.0000					0	0.0	
Incident	Technologie	Produits chimiques dangereux	Le feu	St.-Amable (QC)	16/05/1990 12:00:00 AM	Saint-Amable (QC), du 16 au 19 mai 1990. Un incendie se déclare accidentellement dans un dépôt contenant 3,5 millions de pneus; il faut trois jours pour l'éteindre; tout comme dans le cas de Hagersville (see 1990.006), cet accident écologique retient l'attention des médias; le feu est éteint avec du sable. [Le rapport d'accident d'Environnement Canada déclare que le feu est maîtrisé en cinq jours par le déversement de 14 000 tonnes de sable; 150 personnes sont évacuées et 150 autres sont confinées à domicile pendant deux jours; panache visible à 80 km.]	0	0	150			19/05/1990 12:00:00 AM								0	0.0	
Incident	Technologie	Produits chimiques dangereux	Le feu	Sainte-Anne des Plaines (QC)	23/04/1990 12:00:00 AM	Sainte-Anne-des-Plaines (QC), 23 avril 1990. Un incendie probablement criminel se déclare dans un dépôt de 50 000 pneus; on l'éteint en 48 heures avec de la terre tirée des fossés avoisinants; le secteur étant contaminé par des produits toxiques (benzène, toluène, xylène, etc.), 20 foyers sont privés d'eau potable.	0	0	0			23/04/1990 12:00:00 AM		0.0000	0.0000					0	0.0	
Incident	Technologie	Produits chimiques dangereux	Dégagement marin	La Baie (QC)	19/03/1990 12:00:00 AM	LaBaie (QC), 19 mars 1990. Une explosion à bord d'un navire norvégien se produit au moment du chargement de résidus de fabrication d'aluminium; deux marins sont tués, un autre est gravement blessé; 11 autres personnes sont blessées.	2	12	0			19/03/1990 12:00:00 AM								0	0.0	
Incident	Technologie	Produits chimiques dangereux	Dégagement marin	Port de Vancouver (BC)	23/02/1990 12:00:00 AM	Port de Vancouver (BC), 23 février 1990. La collision de deux navires dans le brouillard est à l'origine d'un déversement de 40 tonnes de diesel marin; 1,5 km de côtes et 1 ha de bassin sont pollués; 65 oiseaux meurent, et 225 sont sauvés et nettoyés.	0	0	0			23/02/1990 12:00:00 AM								0	0.0	
Incident	Conflit	Incendie criminel	Non résidentiel	Hagersville (ON)	12/02/1990 12:00:00 AM	Hagersville (ON), 12 février 1990. Un incendie criminel est allumé dans un dépotoir contenant 14 millions de pneus; on met 17 jours à éteindre l'incendie; les eaux contaminées et les émanations toxiques provenant de la masse en combustion retiennent l'attention des médias.[D'après le rapport d'accident d'Environnement Canada, 1700 personnes sont évacuées pendant 17 jours dans un rayon de 4 km; le sinistre génère 20 000 m³ de déchets solides, et 4,5 ha sont contaminés par 12 à 50 m³ de résidus liquides flottants; 25 personnes sont privées d'eau potable pendant trois mois.]	0	0	1700			28/02/1990 12:00:00 AM								0	0.0	
Désastre	Naturel	Météorologique - hydrologique	Avalanche	Banff (AB)	11/02/1990 12:00:00 AM	Banff (AB), 11 février 1990. Quatre personnes de Calgary sont tuées par une avalanche pendant qu'elles font du ski de fond dans le parc national de Banff.	4	0	0			11/02/1990 12:00:00 AM	0.0000	0.0000						0	0.0	
Désastre	Naturel	Météorologique - hydrologique	Sécheresse	Provinces des Prairies	01/01/1990 12:00:00 AM	Provinces des Prairies, 1990. Une sécheresse frappe les cultures céréalières dans certaines parties des Prairies.	0	0	0	581891545.0000	44532516.2	01/01/1990 12:00:00 AM			204155713.0000		377735832.0000			0	0.0	
Désastre	Naturel	Géologique	Tremblement de terre	Péninsule d'Ungava (QC)	25/12/1989 12:00:00 AM	Péninsule d'Ungava (QC), 25 décembre 1989. Premier tremblement de terre dans l'est de l'Amérique du Nord à produire une faille superficielle. Intensité : 6,3.	0	0	0			25/12/1989 12:00:00 AM	0.0000	0.0000						0	6.0	
Désastre	Naturel	Météorologique - hydrologique	Épisode froid	De la Colombie-Britannique jusqu'ÃƒÂ  Ontario	18/12/1989 12:00:00 AM	De la Colombie-Britannique jusqu'en Ontario, de décembre 1989 à janvier 1990. Deux vagues de froid importantes commencent les 19 et 28 décembre 1989 respectivement. Le 17 janvier, la neige, le vent et la glace endommagent les lignes à haute tension alimentant 60 000 foyers dans le sud-ouest de la Colombie-Britannique. Au Manitoba, 5 personnes succombent au froid extrême. En Alberta, des accidents causent deux décès. En Ontario, le gel fait éclater des tuyaux. En Colombie-Britannique, les services d'utilité publique doivent utiliser près de 65 % de leur réserve de 16 980 000 m³.	7	0	0	536488.0000	43033.8	17/01/1990 12:00:00 AM			536488.0000					0	0.0	
Incident	Technologie	Produits chimiques dangereux	Dégagement de déraillement	Saint-Léonard d'Aston (QC)	12/12/1989 12:00:00 AM	Saint-Léonard d'Aston (QC), 12 décembre 1989. 33 wagons d'un convoi de 92 en provenance de Charny et se dirigeant vers Montréal quittent la voie près de Saint-Léonard-d'Aston; 100 m de rails sont arrachés, deux maisons sont lourdement endommagées, un passage à niveau est complètement bloqué; 15 des 33 wagons contiennent des produits dangereux; 840 personnes sont évacuées.  [Le rapport d'accident d'Environnement Canada signale que 13 wagons ont déraillé; 200 m³ de soude à 50 % et 100 m³ d'huile de lubrification sont déversés dans la rivière Nicolet; 75 personnes sont évacuées; une zone de 1km² est contaminée; pendant 10 heures, il est impossible de puiser dans la rivière l'eau potable qui sert à 5065 personnes.]	0	0	840			12/12/1989 12:00:00 AM	0.0000	0.0000						0	0.0	
Désastre	Naturel	Météorologique - hydrologique	Orages et orages graves	Le golfe du Saint-Laurent (QC)	07/12/1989 12:00:00 AM	Golfe du Saint-Laurent (QC), le 7 décembre 1989. Deux navires, le « Johanna B » et le « Capitaine Torres » se trouvant à environ 200 km l’un de l’autre, ont chaviré peu après avoir envoyé des messages de détresse au cours d’une violente tempête. Les 39 marins à bord des deux navires, portés disparus, sont présumés morts.	39	0	0			07/12/1989 12:00:00 AM	0.0000	0.0000						0	0.0	
Désastre	Naturel	Météorologique - hydrologique	Inondation	Sud-ouest de la Colombie-Britannique	08/11/1989 12:00:00 AM	Sud-ouest de la Colombie-Britannique, du 8 au 12 novembre 1989. Une tempête frappe le sud-ouest de la Colombie-Britannique, causant des inondations. Plus de 500 maisons sont inondées, une écloserie de saumons est endommagée et de nombreuses routes de desserte sont emportées par les eaux. Des tronçons de la route transcanadienne sont bloqués par des glissements de terrain. L'inondation endommage aussi la route de Coquihala et la réserve de Premières nations Owekena, don’t 28 habitants sont évacués.	0	0	28	3146918.0000	252426.6	12/11/1989 12:00:00 AM	54716.0000	3092202.0000						0	0.0	
Incident	Technologie	Produits chimiques dangereux	Dégagement de véhicule	Sudbury (ON)	02/10/1989 12:00:00 AM	Sudbury (ON), 2 octobre 1989. Une collision entraîne l'écrasement dans un fossé d'un camion-citerne contenant 42 tonnes d'acide sulfurique; un rocher perce le réservoir; 30 tonnes d'acide sont déversées; des mesures de neutralisation de l'acide et de nettoyage sont prises; l'accident fait deux morts parmi les occupants du véhicule, et le chauffeur du camion est blessé.	2	1	0			02/10/1989 12:00:00 AM	0.0000	0.0000						0	0.0	
Incident	Technologie	Produits chimiques dangereux	Dégagement de véhicule	Saint-Jacques (QC)	29/09/1989 12:00:00 AM	Saint-Jacques (QC), 29 septembre 1989. Une collision entre une voiture et un camion-citerne entraîne le déversement de 9100 kg d'éthylène glycol dans la rivière située en contrebas de la route, causant de graves problèmes de pollution; le chauffeur de la voiture est tué, et le chauffeur du camion blessé.	1	1	0			29/09/1989 12:00:00 AM	0.0000	0.0000						0	0.0	
Incident	Technologie	Produits chimiques dangereux	Dégagement de véhicule	Ottawa (ON)	12/09/1989 12:00:00 AM	Ottawa (ON), 12 septembre 1989. Un conducteur de camion-citerne contenant 57 m³ d'essence perd le contrôle de son véhicule et heurte un autobus de transport en commun; le camion et le bus sont détruits par les flammes, et 40 m³ d'essence sont déversés; le conducteur du camion est la seule victime.	1	0	0			12/09/1989 12:00:00 AM	0.0000	0.0000						0	0.0	
Désastre	Naturel	Météorologique - hydrologique	Ouragan / ouragan / tempête tropicale	Nouvelle-Écosse	10/09/1989 12:00:00 AM	Nouvelle-Écosse, 10 septembre 1989. L'ouragan Gabrielle balaie les côtes de la Nouvelle-Écosse, avec des vagues de 6 à 9 mètres et des rafales de 150 km/h; un homme est tué, emporté par une vague.	1	0	0			10/09/1989 12:00:00 AM	0.0000	0.0000						0	0.0	
